SHADE,fun_mccormick,100,-1.913222954981037,2.220446049250313e-16
CODE,fun_mccormick,100,-1.913222954981037,2.220446049250313e-16
SADE,fun_schaffrer_n2,100,5.032196930554456e-07,9.208366303740358e-07
JADE,fun_schaffrer_n2,100,2.0628357995100543e-08,3.391911346388704e-08
SHADE,fun_schaffrer_n2,100,9.473729123854468e-08,1.4692679839798403e-07
CODE,fun_schaffrer_n2,100,1.6064538639226632e-07,2.566911398963072e-07
SADE,fun_schaffrer_n4,100,0.29260592869367247,2.91468414435496e-05
JADE,fun_schaffrer_n4,100,0.29260907364684674,2.7803583762282066e-05
SHADE,fun_schaffrer_n4,100,0.2926054931678626,3.15865747917025e-05
CODE,fun_schaffrer_n4,100,0.292604754894037,2.643304243317047e-05
SADE,fun_styblinski_tang,1000,-1174.9849674424338,2.569495974772248e-05
JADE,fun_styblinski_tang,1000,-1174.9849711036745,4.300812792519559e-09
SHADE,fun_styblinski_tang,1000,-1174.7022367321727,1.979140666788234
CODE,fun_styblinski_tang,1000,-1174.9789220995854,0.0016160107338680982
JDE,fun_cross_in_tray,100,-2.062611870822462,4.963450224976754e-13
JDE,fun_eggholder,100,-959.6406627208506,3.2594632982253304e-13
JDE,fun_holder_table,100,-19.208502567886736,1.96205025865255e-14
JDE,fun_mccormick,100,-1.913222954981037,2.220446049250313e-16
JDE,fun_schaffrer_n2,100,2.7204487028975597e-07,7.326445755670965e-07
JDE,fun_schaffrer_n4,100,0.29262071062676354,4.3200392324212423e-05
JDE,fun_styblinski_tang,1000,-1174.9849711130937,5.315658086362623e-11
JDE,fun_ackley,200,0.0,0.0
SADE,fun_ackley,200,0.0,0.0
JADE,fun_ackley,200,0.0,0.0
SHADE,fun_ackley,200,0.0,0.0
CODE,fun_ackley,200,0.0,0.0
